"";"chr";"name_600k";"pos_bp_600k";"pos_cM_600k";"name_50k";"pos_bp_50k";"pos_cM_estimated"
"2041";1;"AX-91371544";298191430;180,886224157467;"SYN26420";292661581;181,939749271202
"2042";1;"AX-90526349";298324863;181,13351997576;"PUT-163a-33467364-2021";292796831;182,187045089495
"2043";1;NA;NA;NA;"PZD00069.3";292891218;182,377547842237
"2044";1;"AX-91369399";298549105;181,551971657907;"SYN2024";293009316;182,605496771642
"2045";1;"AX-90564463";298581657;181,613014734324;"SYN2021";293041876;182,666539848059
"2046";1;"AX-90525862";298693057;181,822492213199;"PUT-163a-14244221-316";293151079;182,876017326934
"2047";1;"AX-90525863";298693138;181,822644850354;"PUT-163a-14244221-318";293151160;182,876169964089
"2048";1;"AX-90533020";298858855;182,135911935486;"PZE-101248001";293327617;183,189437049221
"2049";1;"AX-90533022";298994614;182,394023341627;"PZE-101248148";293454818;183,447548455362
"2050";1;"AX-90533024";299058261;182,515491173703;"PZE-101248317";293519813;183,569016287438
"2051";1;"AX-90562832";299323316;183,024502690162;"SYN15626";293808317;184,078027803897
"2052";1;NA;NA;NA;"PZA00276.18";293150895;182,875670560257
"2053";1;NA;NA;NA;"PZA00235.8";293795893;184,053967210814
"2054";1;"AX-91337906";299603871;183,568868438264;"PZE-101249153";294097850;184,622393551999
"2055";1;"AX-90533032";299604998;183,571066817806;"PZE-101249154";294098977;184,624591931541
"2056";1;"AX-91337908";299605395;183,571841247036;"PZE-101249157";294099374;184,625366360771
"2057";1;"AX-90533034";299606947;183,574868849827;"PZE-101249180";294100926;184,628393963562
"2058";1;"AX-90564977";299621214;183,602708853981;"SYN21642";294135195;184,656233967716
"2059";1;"AX-91337912";300200609;184,746023138901;"PZE-101249551";294638119;185,799548252636
"2060";1;"AX-91373480";300266152;184,876928717172;"SYN31870";294728560;185,930453830907
"2061";1;"AX-90533039";300278211;184,901048471708;"PZE-101249608";294740625;185,954573585443
"2062";1;"AX-91337915";300425671;185,196870047676;"PZE-101249681";294886134;186,250395161411
"2063";1;NA;NA;NA;"PZA00623.4";294729698;185,932629597646
"2064";1;"AX-90566563";300525855;185,398780827985;"SYN26276";295019549;186,45230594172
"2065";1;"AX-91368202";300614906;185,578887747298;"SYN16866";295067638;186,632412861033
"2066";1;"AX-90563269";300619546;185,588288584009;"SYN16857";295072278;186,641813697744
"2067";1;"AX-90572638";300811072;185,977746451309;"SYN8238";295307383;187,031271565044
"2068";1;"AX-90572636";300813154;185,981995325474;"SYN8236";295309465;187,035520439209
"2069";1;"AX-91337918";300940626;186,2427617471;"PZE-101250560";295436704;187,296286860835
"2070";1;"AX-90571190";300994058;186,352433216933;"SYN413";295490136;187,405958330668
"2071";1;"AX-90533048";301294819;186,973817287774;"PZE-101251114";295762691;188,027342401509
"2072";1;"AX-91337926";301381532;187,154254570587;"PZE-101251367";295888639;188,207779684323
"2073";1;NA;NA;NA;"PZA02359.10";295018337;186,447560216361
"2074";1;"AX-91374904";301493170;187,387407321293;"SYN36182";296002235;188,440932435028
"2075";1;"AX-90573334";301494728;187,390667940955;"SYNGENTA12920";296003793;188,44419305469
"2076";1;"AX-90533052";301507080;187,416525115352;"PZE-101251539";296016145;188,470050229087
"2077";1;"AX-90569973";301514068;187,431158713161;"SYN36179";296023133;188,484683826896
"2078";1;"AX-90562338";301728826;187,882720981892;"SYN14026";296259724;188,936246095627
"2079";1;"AX-90566962";302047654;188,559696144629;"SYN27349";296571258;189,613221258364
"2080";1;"AX-90566964";302136485;188,749722670284;"SYN27352";296655252;189,803247784019
"2081";1;"AX-91371894";302139844;188,756920306846;"SYN27356";296658611;189,810445420581
"2082";1;"AX-91371706";302330281;189,16643140171;"SYN26859";296847731;190,219956515445
"2083";1;"AX-90526511";302359370;189,229234022402;"PUT-163a-60346998-2564";296875324;190,282759136137
"2084";1;"AX-90567917";302799282;190,187125841569;"SYN30053";297304546;191,240650955304
"2085";1;"AX-90567919";302869174;190,340722914823;"SYN30061";297376903;191,394248028558
"2086";1;"AX-90533067";303107574;190,867563920889;"PZE-101253379";297608072;191,921089034624
"2087";1;"AX-90568726";303241268;191,16500122886;"SYN32427";297748894;192,218526342595
"2088";1;"AX-90568725";303241847;191,166292479235;"SYN32424";297749473;192,21981759297
"2089";1;"AX-90533068";303243366;191,169680187848;"PZE-101253504";297750992;192,223205301583
"2090";1;"AX-91337944";303248126;191,180297247112;"PZE-101253548";297755752;192,233822360847
"2091";1;"AX-90533070";303249039;191,182333878103;"PZE-101253570";297756665;192,235858991838
"2092";1;"AX-90568724";303287592;191,268395155172;"SYN32423";297795220;192,321920268907
"2093";1;"AX-90566476";303465999;191,66820529467;"SYN25989";297974901;192,721730408405
"2094";1;"AX-90526534";303827985;192,487308574195;"PUT-163a-60350073-2631";298332980;193,54083368793
"2095";1;"AX-91377067";303996256;192,871692184057;"SYN6844";298500739;193,925217297792
"2096";1;"AX-90572133";303997157;192,873756557499;"SYN6849";298501640;193,927281671234
"2097";1;"AX-91377133";304197301;193,333970233937;"SYN7054";298687905;194,387495347672
"2098";1;"AX-90563160";304506303;194,05094282173;"SYN16572";298964481;195,104467935465
"2099";1;"AX-90526649";304508926;194,057062563868;"PUT-163a-60399874-3008";298967104;195,110587677603
"2100";1;"AX-91377497";304511205;194,062380177654;"SYN7984";298969383;195,115905291389
"2101";1;"AX-90563162";304527914;194,101380544722;"SYN16574";298986096;195,154905658457
"2102";1;NA;NA;NA;"PZA00432.4";298689673;194,3918482295
"2103";1;NA;NA;NA;"SYN7059";298826377;194,783066893861
"2104";1;"AX-90570958";304663089;194,417739534529;"SYN38953";299122439;195,471264648264
"2105";1;"AX-90570957";304665653;194,423754835234;"SYN38948";299125003;195,477279948969
"2106";1;"AX-91375888";304665736;194,4239495674;"SYN38947";299125086;195,477474681135
"2107";1;"AX-90526748";304719248;194,549616602347;"PUT-163a-71433079-3301";299197287;195,603141716082
"2108";1;"AX-90570960";304719391;194,549952739904;"SYN38957";299197430;195,603477853639
"2109";1;"AX-91367927";304960099;195,118170551526;"SYN16117";299413780;196,171695665261
"2110";1;"AX-91337961";305018068;195,255733087778;"PZE-101256110";299471268;196,309258201513
"2111";1;"AX-90533091";305107232;195,467869826311;"PZE-101256290";299559685;196,521394940046
"2112";1;"AX-91337965";305107750;195,469104179095;"PZE-101256289";299560203;196,52262929283
"2113";1;"AX-90533094";305347287;196,04230920259;"PZE-101256370";299750861;197,095834316325
"2114";1;"AX-90533099";305638324;196,74524212155;"PZE-101256641";300041086;197,798767235285
"2115";1;"AX-90533100";305679739;196,845851598034;"PZE-101256707";300072663;197,899376711769
"2116";1;"AX-90567755";306070628;197,802607268281;"SYN296";300434999;198,856132382016
"2117";1;"AX-90567611";306073050;197,808575992092;"SYN292";300437421;198,862101105828
"2118";1;"AX-90567931";306076919;197,818111709807;"SYN301";300441290;198,871636823542
"2119";1;"AX-91372822";306076924;197,818124033866;"SYN300";300441295;198,871649147601
"2120";1;"AX-91337981";306337637;198,463639054415;"PZE-101257137";300722508;199,51716416815
"2121";1;"AX-90533112";306419206;NA;"PZE-101257244";300801437;199,910871309375
"2122";1;"AX-91337991";306487463;NA;"PZE-101257322";300869242;201,68774577163
"2123";1;"AX-90533118";306561782;NA;"PZE-101257334";300937242;206,474567051942
"2124";2;"AX-91338005";160246;NA;"PZE-102000094";161432;0,136189502098267
"2125";2;"AX-91338007";260857;NA;"PZE-102000151";275341;0,75486928121347
"2126";2;"AX-91338009";590412;0,202871151444433;"PZE-102000272";604652;2,24586241786789
"2127";2;"AX-91338015";737660;0,787876554445397;"PZE-102000441";750594;2,83086782086885
"2128";2;"AX-90570182";738995;0,793162879342641;"SYN36799";751929;2,8361541457661
"2129";2;"AX-90533142";837383;1,18189374997357;"PZE-102000560";847909;3,22488501639702
"2130";2;"AX-91338018";840635;1,19471327220914;"PZE-102000584";851161;3,2377045386326
"2131";2;"AX-91338020";943208;1,59810556982263;"PZE-102000722";947141;3,64109683624609
"2132";2;NA;NA;NA;"SYN8428";845933;3,21709555972977
"2133";2;NA;NA;NA;"SYN8425";846473;3,21922479654203
"2134";2;"AX-90571877";1167190;2,47255144599962;"SYN6176";1187457;4,51554271242307
"2135";2;"AX-90526664";1266137;2,85605694476446;"PUT-163a-60401389-3043";1285099;4,89904821118792
"2136";2;"AX-90569685";1415756;3,43272347478972;"SYN35307";1437448;5,47571474121317
"2137";2;"AX-91374616";1419211;3,44599391969607;"SYN35309";1440992;5,48898518611953
"2138";2;"AX-90573958";1440437;3,52747626627791;"ZM013830-0402";1461969;5,57046753270136
"2139";2;"AX-90533154";1716962;4,58187903873544;"PZE-102002360";1723802;6,6248703051589
"2140";2;"AX-90571185";1810249;4,93461316617152;"SYN4122";1818052;6,97760443259497
"2141";2;"AX-90571187";1815689;4,9551365975426;"SYN4125";1823492;6,99812786396606
"2142";2;"AX-91338032";1816556;4,9584070500535;"PZE-102002492";1824359;7,00139831647696
"2143";2;NA;NA;NA;"PZA00732.5";1186913;4,51182374374272
"2144";2;"AX-90533159";2017285;5,71211947114362;"PZE-102003082";2020244;7,75511073756708
"2145";2;"AX-91338036";2036537;5,78404618244968;"PZE-102003191";2039498;7,82703744887313
"2146";2;"AX-90533163";2038322;5,79071185253848;"PZE-102003236";2041283;7,83370311896193
"2147";2;"AX-90573753";2067198;5,89846707409896;"ZM011031-0464";2070159;7,94145834052242
"2148";2;"AX-90567832";2354113;6,96142675216666;"SYN29819";2370667;9,00441801859012
"2149";2;"AX-90569585";2608411;7,89189858528542;"SYN35";2595021;9,93488985170888
"2150";2;NA;NA;NA;"SYN7972";2274276;8,65088958734324
"2151";2;NA;NA;NA;"SYN29818";2370105;9,00203417120443
"2152";2;NA;NA;NA;"SYN37";2595032;9,93492646974159
"2153";2;NA;NA;NA;"PUT-163a-21481536-1572";2803637;10,6293182273471
"2154";2;"AX-91338045";3121119;9,73491657403432;"PZE-102005843";3112361;11,7779078404578
"2155";2;"AX-90565761";3408659;10,7494194696424;"SYN23902";3379557;12,7924107360659
"2156";2;"AX-90533177";3420641;10,791398690438;"PZE-102006513";3391541;12,8343899568615
"2157";2;"AX-90566707";3616988;11,4759483624606;"SYN2667";3614754;13,518939628884
"2158";2;"AX-90572968";3762232;11,9782729529856;"SYN9224";3738401;14,0212642194091
"2159";2;"AX-91377903";3825340;12,1954597212293;"SYN9223";3806393;14,2384509876528
"2160";2;"AX-90533182";3876513;12,3710966640276;"PZE-102007615";3859590;14,4140879304511
"2161";2;"AX-90565540";3876621;12,3714668939262;"SYN23277";3859698;14,4144581603496
"2162";2;NA;NA;NA;"PZA00902.1";3081671;11,6564350093931
"2163";2;NA;NA;NA;"PZB01233.2";3388933;12,8252175425511
"2164";2;"AX-90526866";4139950;13,2685561644745;"PUT-163a-74240952-3656";4176239;15,311547430898
"2165";2;"AX-90568493";4173396;13,3816959830838;"SYN31703";4207148;15,4246872495073
"2166";2;"AX-90568489";4179822;13,4034129742591;"SYN31697";4213575;15,4464042406825
"2167";2;"AX-91338060";4299644;13,8071412843344;"PZE-102009749";4321859;15,8501325507578
"2168";2;"AX-90533187";4341017;13,9460081605052;"PZE-102009795";4371417;15,9889994269286
"2169";2;"AX-90567109";4480978;14,4137503820436;"SYN27836";4513594;16,4567416484671
"2170";2;"AX-91374715";4643068;14,9515403642686;"SYN3557";4674071;16,9945316306921
"2171";2;"AX-90569777";4668065;15,0341046454456;"SYN3554";4699070;17,0770959118691
"2172";2;"AX-90570457";4862487;15,6728934375213;"SYN37566";4891246;17,7158847039448
"2173";2;NA;NA;NA;"PZA00396.9";4692176;17,0542256789082
"2174";2;"AX-91371908";5013792;16,165886998615;"SYN27401";5064141;18,2088782650384
"2175";2;"AX-90533188";5191613;16,7406783861686;"PZE-102011551";5229368;18,783669652592
"2176";2;"AX-90561026";5319297;17,1503545311083;"SYN10369";5379183;19,1933457975318
"2177";2;"AX-90573356";5626966;18,1270988285428;"SYNGENTA13688";5681488;20,1700900949663
"2178";2;"AX-91378293";5627177;18,1277636510234;"SYNGENTA13689";5681699;20,1707549174469
"2179";2;"AX-91372649";5774796;18,5912017494845;"SYN29500";5826650;20,634193015908
"2180";2;"AX-90567011";5808318;18,695974089408;"SYN27519";5860173;20,7389653558315
"2181";2;"AX-90533196";5946191;19,1250804818701;"PZE-102013856";5997113;21,1680717482936
"2182";2;"AX-90533197";5946614;19,126392517449;"PZE-102013863";5997536;21,1693837838725
"2183";2;NA;NA;NA;"SYN18883";5270502;18,9201279294322
"2184";2;"AX-90567160";5962830;19,1766696828341;"SYN27979";6014075;21,2196609492576
"2185";2;"AX-91377197";6154826;19,7688961097325;"SYN7221";6200684;21,811887376156
"2186";2;"AX-91377196";6310131;20,2438448854508;"SYN7219";6355488;22,2868361518742
"2187";2;"AX-91378460";6421017;20,5807186239771;"SYNGENTA1701";6474735;22,6237098904005
"2188";2;"AX-90570063";6428643;20,6038183301077;"SYN36443";6467175;22,6468095965312
"2189";2;"AX-90566825";6868941;21,9227081744107;"SYN2695";6999984;23,9656994408341
"2190";2;"AX-90566802";6962108;22,1980744617602;"SYN2690";6914456;24,2410657281836
"2191";2;NA;NA;NA;"PZA00237.7";6048795;21,3271686870964
"2192";2;NA;NA;NA;"SYN7222";6337763;22,200639222006
"2193";2;NA;NA;NA;"PUT-163a-29946131-1834";6641601;23,0575369024643
"2194";2;"AX-90573061";7116054;22,6502599604877;"SYN9508";7206718;24,6932512269112
"2195";2;"AX-90533212";7193178;22,875479346894;"PZE-102016764";7219179;24,9184706133175
"2196";2;"AX-90570670";7248830;23,0374512407595;"SYN38134";7274924;25,080442507183
"2197";2;"AX-90573510";7549586;23,9049212448061;"SYNGENTA16918";7527228;25,9479125112295
"2198";2;"AX-90533217";7612017;24,0833348351001;"PZE-102017300";7625747;26,1263261015235
"2199";2;NA;NA;NA;"PUT-163a-89762606-4702";7191765;24,3433011931725
"2200";2;NA;NA;NA;"PZA03747.1";7516507;25,900179432906
"2201";2;NA;NA;NA;"PUT-163a-76932604-4055";7524341;25,9350805180305
"2202";2;NA;NA;NA;"PZA03701.1";7524385;25,9352762450919
"2203";2;NA;NA;NA;"PZE-102017876";7953606;27,5633137989052
"2204";2;"AX-90533230";8466307;26,4682224322937;"PZE-102018005";8287941;28,5112136987171
"2205";2;"AX-90533232";8478757;26,5022079502229;"PZE-102018100";8300391;28,5451992166464
"2206";2;"AX-90533233";8679944;27,0483653224052;"PZE-102018146";8502328;29,0913565888286
"2207";2;"AX-90533235";8964808;27,8119538943461;"PZE-102018300";8781646;29,8549451607696
"2208";2;"AX-91338112";8966390;27,8161628433118;"PZE-102018303";8783228;29,8591541097353
"2209";2;"AX-90533237";8978817;27,8492130510581;"PZE-102018319";8804814;29,8922043174816
"2210";2;"AX-91366901";9057326;28,057514837726;"SYN12998";8873169;30,1005061041495
"2211";2;"AX-90533241";9171447;28,3587771406175;"PZE-102018944";8996658;30,401768407041
"2212";2;NA;NA;NA;"SYN18070";8815270;29,9212231333187
"2213";2;NA;NA;NA;"PZE-102018940";8994031;30,3948677482422
"2214";2;"AX-90526218";9188803;28,4044363306457;"PUT-163a-21480943-1550";9014014;30,4474275970691
"2215";2;"AX-90561381";9313044;28,7300675499293;"SYN1137";9123485;30,7730588163528
"2216";2;"AX-91338127";9427180;29,0273400584411;"PZE-102019760";9263600;31,0703313248646
"2217";2;"AX-91376320";9618618;29,5219391884136;"SYN4735";9445001;31,564930454837
"2218";2;"AX-91338131";10158626;30,8902795240177;"PZE-102021389";9971514;32,9332707904412
"2219";2;NA;NA;NA;"PUT-163a-71429779-3264";9362159;31,3877588621784
"2220";2;NA;NA;NA;"PZE-102020743";9504052;31,7047663469552
"2221";2;NA;NA;NA;"SYN3561";9504502;31,7058104504406
"2222";2;NA;NA;NA;"SYNGENTA16269";9549690;31,8139843917004
"2223";2;NA;NA;NA;"PZE-102021627";9999319;33,0179996412436
"2224";2;"AX-90561388";10215273;31,0315436081804;"SYN11390";10014023;33,0745348746038
"2225";2;"AX-90571759";10467187;31,654574095232;"SYN5848";10344138;33,6975653616554
"2226";2;"AX-90571758";10491879;31,7151883516459;"SYN5847";10368832;33,7581796180694
"2227";2;"AX-90568091";10675250;32,1628088967407;"SYN30561";10557396;34,2058001631642
"2228";2;"AX-90568112";10687738;32,1931317039938;"SYN30613";10569941;34,2361229704173
"2229";2;"AX-91375544";10903255;32,7132169148062;"SYN37974";10782867;34,7562081812297
"2230";2;"AX-91338140";10961480;32,852683212395;"PZE-102023557";10871765;34,8956744788185
"2231";2;NA;NA;NA;"SYN38156";10382370;33,7915467657754
"2232";2;NA;NA;NA;"PZA00620.2";10516860;34,1063210508084
"2233";2;NA;NA;NA;"ZM002926-0696";10603658;34,3208136084252
"2234";2;"AX-90568768";11165147;33,3370582290832;"SYN32566";11053622;35,3800494955066
"2235";2;"AX-91338144";11321117;33,7043671447439;"PZE-102023745";11201927;35,7473584111673
"2236";2;"AX-91366905";11635012;34,4341198864053;"SYN13008";11366695;36,4771111528287
"2237";2;"AX-91366908";11637556;34,4399828583375;"SYN13013";11369240;36,482974124761
"2238";2;"AX-91370088";11666099;34,5057074154921;"SYN22129";11397790;36,5486986819155
"2239";2;"AX-90571627";12055719;35,392558153902;"SYN5491";11762756;37,4355494203254
"2240";2;"AX-91338147";12177121;35,6649927965959;"PZE-102025589";11884601;37,7079840630193
"2241";2;"AX-91338149";12237778;35,8004219517154;"PZE-102025627";11946522;37,8434132181388
"2242";2;"AX-90572427";12276858;35,8874333567642;"SYN7640";11985604;37,9304246231876
"2243";2;NA;NA;NA;"PHM482.27";11201284;35,7448299758134
"2244";2;"AX-90533275";12316007;35,9744080234875;"PZE-102026025";12024762;38,0173992899109
"2245";2;"AX-90572411";12407135;36,1761244698526;"SYN7612";12103266;38,219115736276
"2246";2;"AX-90572415";12421037;36,2068068371332;"SYN7619";12129493;38,2497981035566
"2247";2;"AX-91368163";12493499;36,3663471983419;"SYN16785";12196864;38,4093384647654
"2248";2;"AX-91368161";12495796;36,3713939289431;"SYN16782";12199161;38,4143851953666
"2249";2;"AX-91374864";12650313;36,7093913387965;"SYN36013";12350353;38,75238260522
"2250";2;"AX-90526667";12652091;36,7132635450534;"PUT-163a-71298965-3057";12352131;38,7562548114769
"2251";2;"AX-90573882";12652175;36,7134464743423;"ZM013413-0669";12352215;38,7564377407657
"2252";2;"AX-91338155";13070805;37,6144180723021;"PZE-102027555";12801778;39,6574093387255
"2253";2;"AX-91338157";13073379;37,6198920276429;"PZE-102027614";12804354;39,6628832940663
"2254";2;"AX-90533285";13575962;38,6734743250969;"PZE-102028039";13284840;40,7164655915203
"2255";2;"AX-90533288";13579573;38,6809352582811;"PZE-102028065";13287473;40,7239265247046
"2256";2;"AX-90571951";13600310;38,7237514979347;"SYN6386";13308210;40,7667427643582
"2257";2;"AX-90571952";13600322;38,7237762599214;"SYN6387";13308222;40,7667675263448
"2258";2;"AX-91376965";14088283;39,7166832888801;"SYN6585";13784730;41,7596745553036
"2259";2;"AX-91338173";14154687;39,8496536940103;"PZE-102029712";13850890;41,8926449604337
"2260";2;"AX-90533299";14168366;39,8769816683412;"PZE-102029773";13864569;41,9199729347647
"2261";2;"AX-90533301";14177527;39,8952714487595;"PZE-102029821";13873595;41,9382627151829
"2262";2;"AX-90533302";14183485;39,9071612822791;"PZE-102029835";13879553;41,9501525487026
"2263";2;NA;NA;NA;"PZE-102028584";13382024;40,9232770066311
"2264";2;"AX-91338180";14518913;40,5699488496714;"PZE-102029967";14107738;42,6129401160949
"2265";2;"AX-90533305";14678628;40,8810121761954;"PZE-102030195";14223048;42,9240034426188
"2266";2;"AX-90533306";14725991;40,9726998976378;"PZE-102030524";14267707;43,0156911640612
"2267";2;"AX-91338187";14990129;41,479386866305;"PZE-102031036";14533570;43,5223781327285
"2268";2;"AX-91338188";15005821;41,5092414917164;"PZE-102031276";14549262;43,5522327581398
"2269";2;"AX-90565801";15098698;41,6853795856927;"SYN240";14685935;43,7283708521162
"2270";2;"AX-90526323";15134582;41,7531744844187;"PUT-163a-31406116-1928";14721161;43,7961657508421
"2271";2;"AX-90572822";15226387;41,925967419678;"SYN8775";14805241;43,9689586861015
"2272";2;"AX-91377760";15286894;42,0393405346137;"SYN8783";14835974;44,0823318010372
"2273";2;NA;NA;NA;"PZA01753.1";14836855;44,0839565937322
"2274";2;"AX-90533319";15444285;42,3323514077437;"PZE-102032169";15018775;44,3753426741672
"2275";2;"AX-90568932";15667693;42,7435904362775;"SYN3306";15271325;44,786581702701
"2276";2;"AX-90568934";15667696;42,7435959219068;"SYN3307";15271328;44,7865871883302
"2277";2;"AX-91338206";16395333;44,0455544464819;"PZE-102033544";15973209;46,0885457129054
"2278";2;"AX-90572364";16399256;44,0524206485728;"SYN7480";15977132;46,0954119149962
"2279";2;"AX-90533332";16401326;44,0560429955521;"PZE-102033615";15979202;46,0990342619756
"2280";2;"AX-91377292";16411145;44,0732193536767;"SYN7466";15989022;46,1162106201001
"2281";2;"AX-90533333";16416694;44,082921705727;"PZE-102033815";15994571;46,1259129721504
"2282";2;"AX-90572363";16418444;44,0859808829063;"SYN7479";15996321;46,1289721493298
"2283";2;NA;NA;NA;"PZA02337.4";15580132;45,3422510054174
"2284";2;"AX-91338212";16462957;44,1636854767412;"PZE-102034078";16038449;46,2066767431647
"2285";2;"AX-90566757";16548804;44,3129559517602;"SYN268";16124292;46,3559472181837
"2286";2;"AX-91371499";16556146;44,3256862418712;"SYN263";16131634;46,3686775082946
"2287";2;"AX-91377626";16772843;44,6988771512503;"SYN8397";16351358;46,7418684176737
"2288";2;"AX-91338213";16959394;45,0162389613233;"PZE-102034797";16532267;47,0592302277467
"2289";2;"AX-91338214";16980129;45,05129132608;"PZE-102034911";16546630;47,0942825925034
"2290";2;"AX-91338215";16980562;45,0520228370735;"PZE-102034918";16547063;47,095014103497
"2291";2;"AX-90573197";17997287;46,7171981314241;"SYN9947";16776017;48,7601893978476
"2292";2;"AX-90533343";18169992;46,9898112567604;"PZE-102035774";16933630;49,0328025231839
"2293";2;"AX-91375057";18175091;46,9978155991817;"SYN36634";16938729;49,0408068656052
"2294";2;"AX-90533345";18309635;47,2081057462989;"PZE-102035948";17091639;49,2510970127223
"2295";2;"AX-91338223";18372472;47,3057166938857;"PZE-102036053";17154478;49,3487079603091
"2296";2;"AX-90533348";18372656;47,3060019579685;"PZE-102036055";17154662;49,348993224392
"2297";2;"AX-90563674";18694633;47,8001868947404;"SYN18094";17477370;49,8431781611639
"2298";2;"AX-90533350";18761482;47,9015466063246;"PZE-102036427";17544233;49,944537872748
"2299";2;"AX-90533351";18834003;48,0110265896004;"PZE-102036584";17607733;50,0540178560239
"2300";2;"AX-90564530";18894371;48,101780335249;"SYN20384";17676166;50,1447716016724
"2301";2;"AX-90567822";19015034;48,2821484132262;"SYN29780";17791824;50,3251396796496
"2302";2;"AX-90533353";19021490;48,2917603277773;"PZE-102037030";17798280;50,3347515942008
"2303";2;"AX-90533355";19120408;48,4385447581646;"PZE-102037264";17904412;50,4815360245881
"2304";2;"AX-91338234";19212042;48,5737054239539;"PZE-102037347";18002381;50,6166966903774
"2305";2;"AX-91338235";19282235;48,6767125138053;"PZE-102037401";18072699;50,7197037802287
"2306";2;"AX-90533364";19340385;48,7617010423288;"PZE-102037657";18131285;50,8046923087522
"2307";2;"AX-91338239";19340975;48,7625617489582;"PZE-102037650";18131875;50,8055530153817
"2308";2;"AX-90533361";19344550;48,7677763601292;"PZE-102037541";18135450;50,8107676265526
"2309";2;"AX-90533366";19418083;48,8747725296501;"PZE-102037806";18207807;50,9177637960736
"2310";2;"AX-91338252";19817134;49,446794135548;"PZE-102038547";18623301;51,4897854019715
"2311";2;"AX-90562870";19967630;49,6587782709178;"SYN15732";18765100;51,7017695373412
"2312";2;"AX-90571323";20016488;49,7271615200844;"SYN452";18814655;51,7701527865078
"2313";2;NA;NA;NA;"PZE-102038265";18417725;51,2094691129037
"2314";2;"AX-90533384";20452689;50,3282985341806;"PZE-102039059";19197584;52,3712898006041
"2315";2;"AX-91338263";20513642;50,4109675230092;"PZE-102039168";19258543;52,4539587894327
"2316";2;"AX-91338265";20520038;50,4196234894036;"PZE-102039283";19264939;52,4626147558271
"2317";2;"AX-91338270";20596912;50,5233820482344;"PZE-102039435";19325469;52,5663733146579
"2318";2;"AX-91338271";20597456;50,5241144699027;"PZE-102039443";19326013;52,5671057363261
"2319";2;"AX-90533397";20632660;50,5714573497144;"PZE-102039533";19361220;52,6144486161378
"2320";2;"AX-91338282";21270142;51,4104011855024;"PZE-102039927";19989478;53,4533924519259
"2321";2;NA;NA;NA;"PZE-102038897";19132913;52,2786093175348
"2322";2;NA;NA;NA;"PZA00497.4";19917977;53,192019056281
"2323";2;NA;NA;NA;"PZA00497.1";19918031;53,1921806812778
"2324";2;"AX-91338286";21324940;51,4809142099192;"PZE-102040098";20018130;53,5239054763427
"2325";2;"AX-91375848";21493244;51,6959226548324;"SYN38859";20205707;53,7389139212559
"2326";2;"AX-91338292";21689682;51,9439145482572;"PZE-102040682";20400259;53,9869058146807
"2327";2;"AX-90572925";21823166;52,1106291321848;"SYN9105";20536744;54,1536203986082
"2328";2;"AX-91338294";21851538;52,1458776840151;"PZE-102041121";20565118;54,1888689504385
"2329";2;"AX-90567539";21963941;52,2848842045051;"SYN29038";20724795;54,3278754709286
"2330";2;"AX-90568146";22115134;52,4702590987364;"SYN30701";20779996;54,5132503651598
"2331";2;"AX-90568144";22119424;52,4754923023708;"SYN30698";20784286;54,5184835687943
"2332";2;"AX-90568142";22119508;52,4755947560381;"SYN30696";20784370;54,5185860224616
"2333";2;"AX-91373071";22128619;52,4867039790579;"SYN30697";20793481;54,5296952454813
"2334";2;"AX-91378845";22580903;53,0299336302289;"ZM013558-0252";21275175;55,0729248966524
"2335";2;"AX-90533428";22581402;53,030524116917;"PZE-102041980";21275674;55,0735153833405
"2336";2;"AX-90527253";22589395;53,039979918062;"PZA-000349003";21283667;55,0829711844854
"2337";2;"AX-90566768";22942916;53,4532706886807;"SYN26842";21628020;55,4962619551042
"2338";2;"AX-90526960";22942947;53,4533065102046;"PUT-163a-76908528-3985";21627989;55,4962977766281
"2339";2;"AX-90533434";23173562;53,7177766270864;"PZE-102043154";21874416;55,7607678935099
"2340";2;"AX-90566474";23197784;53,7453220704127;"SYN25974";21903459;55,7883133368362
"2341";2;NA;NA;NA;"PZB02017.5";21040958;54,8106511785063
"2342";2;NA;NA;NA;"PZB02017.3";21041118;54,8108256731286
"2343";2;NA;NA;NA;"SYNGENTA10818";21283640;55,0829385069045
"2344";2;"AX-91338311";23325765;53,8901351729506;"PZE-102043269";22032336;55,9331264393741
"2345";2;"AX-90533436";23328189;53,8928662034335;"PZE-102043274";22034760;55,935857469857
"2346";2;"AX-90561076";23362824;53,9318405154652;"SYN10517";22069398;55,9748317818887
"2347";2;"AX-90533440";23368121;53,9377933141962;"PZE-102043418";22074695;55,9807845806196
"2348";2;"AX-90533441";23368144;53,9378191571919;"PZE-102043419";22074718;55,9808104236154
"2349";2;"AX-91338324";23769246;54,3825868988996;"PZE-102043638";22504846;56,4255781653231
"2350";2;"AX-91369734";24150142;54,7941762512008;"SYN21122";22885187;56,8371675176242
"2351";2;"AX-91338331";24255603;54,9063147809146;"PZE-102044897";22959039;56,949306047338
"2352";2;"AX-90561826";24270286;54,9218655186945;"SYN12624";22973722;56,964856785118
"2353";2;NA;NA;NA;"PZA00590.1";22069205;55,9746148367358
"2354";2;"AX-91338333";24428746;55,0887324257111;"PZE-102045174";23128751;57,1317236921346
"2355";2;"AX-91338338";24434801;55,0950740266271;"PZE-102045214";23134806;57,1380652930506
"2356";2;"AX-91338344";24771960;55,4442115518257;"PZE-102045516";23473079;57,4872028182491
